id,name,category,flavors,molecules_count,sample_molecules
286,Kidney Beans,Legume,"acetone, acetophenone, alcohol, alcoholic, aldehydic, almond, almond shell, apple, baked, balsam, balsamic, banana, bay oil, beany, beef, beefy, bell, berry, bitter, blueberry, bois de rose, bread, bready, burnt, butter, buttery, cabbage, camphor, camphoraceous, candy, caramel, carrot, celery, cheese, cheesy, chemical, chicken, chip, chocolate, citrus, clean, clove, clover, cocoa, coconut, coffee, cooked beef juice, cooked potato, corn, cotton, coumarin, cream, creamy, cucumber, cultured dairy, curry, cut grass, dirty, dry, dusty, earth, earthy, ether, ethereal, fat, fatty, fermented, fishy, floral, flower, foliage, fresh, fruit, fruity, fungal, fusel, galbanum, gardenia, garlic, gasoline, grapefruit, grass, green, green pepper, hawthorne, hazelnut, heavy, herb, herbaceous, herbal, honey, horseradish, hyacinth, jam, jasmin, jasmine, lard, lavender, leafy, lemon, lilac, lime, malt, meaty, medical, medicinal, medicine, melon, metal, metallic, mild, mint, mushroom, must, mustard, musty, naphthyl, natural, nut, nutty, odorless, oil, oily, onion, orange, orange peel, orris, paper, pea, peach, peanut, peely, pepper, peppermint, petal, phenol, phenolic, pineapple, plastic, popcorn, potato, powdery, powerful, pungent, putrid, radish, rancid, raspberry, raw, resin, roast, roast beef, roasted, roasted nut, roasted nuts, roasted peanuts, rose, rose dried, rose flower, rose water, rubber, rum, seaweed, slightly waxy, smoke, smoky, soap, soapy, solvent, sour, soybean, spice, spicy, strong, sulfur, sulfurous, sulfury, sweat, sweet, sweet corn, terpene, tobacco, tomato, tropical, vanilla, vegetable, violet, wax, waxy, weedy, wet, whiskey, wild, wine, wine_like, wintergreen, wood, woody",91,"Styrene, 2-Methylbutyraldehyde, 2-Methyl-1-propanol, 1-Methylnaphthalene, palmitic acid, L-phenylalanine, 1-Phenylethanol, Octan-2-one, 1-Hexanol, Maltol"
287,Peanut,Nut,"acetone, acetophenone, acid, acidic, acrylic, alcohol, alcoholic, aldehydic, alkaline, almond, almond shell, amber, amine, ammoniacal, angelica, animal, anise, anisic, apple, baked, balsam, balsamic, banana, barley, bay oil, bean, beany, beef, berry, bitter, bland, blueberry, boiled shrimp, bread, bread crust, bready, broccoli, brown, burnt, burnt almonds, burnt sugar, butter, butterscotch, buttery, butyric, cabbage, camphor, camphoraceous, cananga, candy, caramel, caramellic, carnation, cereal, cheese, cheesy, chemical, cherry, chip, chocolate, cinnamic, cinnamon, citral, citrus, citrus peel, civet, clam, clove, clover, cocoa, coconut, coffee, cognac, cooked, cooked beef juice, cooked potato, cool, coriander, corn, cotton, coumarin, cream, creamy, crushed bug, cucumber, curry, dairy, decomposing cabbage, deep, dill, dry, earth, earthy, egg, ether, ethereal, faint, fat, fatty, fecal, fermented, fish, fishy, floral, flower, fragrant, fresh, fried, fruit, fruity, fungal, furfural, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, green bean, hawthorn, hawthorne, hay, hazelnut, heavy, herb, herbaceous, herbal, honey, honeysuckle, horseradish, hyacinth, incense, intensely, jam, jasmine, lard, lavender, leaf, leafy, leather, lemon, lemon peel, lemongrass, lettuce, licorice, lilac, lily, linden, magnolia, malt, malty, maple, meat, meaty, medical, medicinal, medicine, melon, menthol, mentholic, metal, metallic, mild, milky, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, naphthyl, new mown hay, nut, nut skin, nutty, odorless, oil, oily, onion, orange, orange peel, others, ozone, paint, pea, peach, peanut, peanut butter, pear, peony, pepper, peppermint, peppery, petal, phenol, phenolic, pineapple, plastic, popcorn, potato, powdery, prune, pumpkin, pungent, putrid, pyridine, radish, rancid, raspberry, raw, red hots, red rose, resin, roast, roast beef, roasted, roasted meat, roasted nut, roasted nuts, roquefort cheese, rose, rose dried, rose flower, rose water, rubber, rum, savory, seaweed, sharp, shrimp, sickening, smoke, smoky, soap, soapy, solvent, soup, sour, soy, soybean, spice, spicy, storax, strawberry, strong, styrax, sugar, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, sweet corn, syrup, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, vinegar, violet, walnut, warm, wax, waxy, weedy, whiskey, wine, wine-lee, wine_like, wintergreen, wood, woody",212,"1-Popc, (2E,4E)-Undeca-2,4-dienal, coumarin, Daidzin, Benzyl methyl disulfide, Styrene, 2-Methylbutyraldehyde, 2-Propionylpyrrole, (2E,4E)-deca-2,4-dienal, 3-methylthiopropanol"
288,Peas,Legume,"acacia, acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, bean, beany, beef, bell, berry, bitter, bland, blueberry, bois de rose, bready, brown, burnt, burnt sugar, butter, butterscotch, cabbage, camphor, camphoraceous, cananga, candy, caramel, carnation, carrot, cedarwood, cheese, cheesy, chemical, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clean, clove, clover, cocoa, coconut, coffee, cognac, cooked, cooked potato, cool, cooling, coumarin, cream, creamy, cucumber, dairy, decomposing cabbage, deep, dirty, dry, dusty, earth, earthy, ether, ethereal, faint, fat, fatty, fecal, fermented, fish, fishy, floral, flower, formyl, fresh, fruit, fruity, fusel, galbanum, garlic, gasoline, gassy, geranium, grape, grapefruit, grass, grassy, green, green pepper, hawthorn, hawthorne, hazelnut, herb, herbaceous, herbal, honey, honeysuckle, horseradish, hyacinth, intensely, iris, jam, jasmine, juicy, lavender, leaf, leafy, leather, lemon, lemon peel, lemongrass, lettuce, lilac, lily, lime, linden, magnolia, malt, malty, meaty, medical, medicinal, medicine, melon, menthol, mentholic, metal, metallic, mild, milky, mimosa, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, naphthyl, natural, new mown hay, nut, nutty, odorless, oil, oily, onion, orange, orange peel, orris, ozone, paint, paper, pea, peach, peanut, pear, peely, peony, pepper, peppermint, peppery, petal, phenolic, pineapple, plastic, plum, potato, powdery, powerful, prune, pungent, putrid, radish, rancid, raspberry, red hots, resin, roasted, rose, rose dried, rose flower, rose water, rubber, rum, savory, seaweed, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, sweet corn, tallow, thyme, tobacco, tomato, tonka, tropical, tutti frutti, unripe banana, vanilla, vegetable, very mild, vinegar, violet, walnut, warm, wax, waxy, weedy, wet, whiskey, wild, wine, wine-lee, wine_like, wintergreen, wood, woody",169,"1-Popc, Octan-2-ol, coumarin, Methyl Benzoate, Vanillic acid, 1-Methylnaphthalene, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
289,Soybean,Legume,"acetone, acetophenone, acid, acidic, alcohol, alcoholic, aldehydic, alkane, almond, almond shell, amine, ammonia, ammoniacal, angelica, animal, anise, anisic, apple, baked, balsam, balsamic, banana, barley, bean, beany, beef, berry, bitter, bitter almond, bland, blueberry, bread, bready, brown, burnt, burnt almonds, burnt sugar, butter, butterscotch, buttery, cabbage, camphor, camphoraceous, cananga, candy, caramel, caramellic, carnation, celery, cheese, cheesy, chemical, cherry, chicken, chocolate, cinnamic, cinnamon, citral, citrus, civet, clean, clove, clover, cocoa, coconut, coffee, cognac, cooked potato, cool, cooling, coriander, corn, cortex, cotton, coumarin, cream, creamy, crushed bug, cucumber, cultured dairy, curry, dairy, decomposing cabbage, deep, dirty, dry, dusty, earthy, egg, estery, ether, ethereal, faint, fat, fatty, fecal, feet, fermented, fish, fishy, floral, flower, fragrant, fresh, fried, fruit, fruity, fungal, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, green bean, harsh, hawthorn, hawthorne, hay, hazelnut, heavy, herb, herbaceous, herbal, honey, honeysuckle, horseradish, hot milk, hyacinth, intensely, jam, jasmin, jasmine, juicy, lard, lavender, leaf, leafy, leather, lemon, lemon peel, lemongrass, lettuce, licorice, lilac, lily, lime, linden, magnolia, malt, malty, maple, meat, meaty, medical, medicinal, medicine, melon, menthol, mentholic, metal, metallic, mild, milky, mimosa, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, naphthyl, narcissus, natural, new mown hay, nut, nutty, odorless, oil, oily, onion, orange, orange peel, orris, ozone, paint, paper, peach, peanut, peanut butter, pear, peely, peony, pepper, peppermint, peppery, petal, phenol, phenolic, pine, pineapple, plastic, plum, popcorn, potato, powdery, prune, pumpkin, pungent, putrid, pyridine, radish, rancid, raspberry, raw, red hots, resin, resinous, rhubarb, roast, roast beef, roasted, roasted nut, roasted nuts, rose, rose dried, rose flower, rose water, rotten, rubber, rum, sharp, shrimp, sickening, slightly waxy, smoke, smoky, soap, soapy, solvent, soup, sour, soy, soybean, spice, spicy, stinky, storax, strawberry, strong, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, sweet corn, tallow, terpene, thyme, toasted, tobacco, tomato, tonka, tropical, turpentine, unripe banana, vanilla, vegetable, very mild, vinegar, violet, walnut, warm, wax, waxy, weedy, wet, whiskey, wild, wine, wine-lee, wine_like, wintergreen, wood, woody",225,"122-40-7, (2E,4E)-Undeca-2,4-dienal, Octan-2-ol, Pentane, 1-Popc, coumarin, Daidzin, Styrene, 2-Methylbutyraldehyde, (2E,4E)-deca-2,4-dienal"
290,Soybean Oil,Legume,"almond, apple, burnt, caramel, citrus, cucumber, fat, fatty, fresh, fruit, fruity, green, melon, orange, pungent, soap, straw, strawberry, tomato, vegetable",4,"3-methylnonane-2,4-dione, (E)-Hept-2-enal, 2,6-Nonadienal, trans-2-Pentenal"
291,Soybean Sauce,Plant Derivative,"almond, bacon, banana, bitter, bland, burnt, butter, butterscotch, candy, caramel, cauliflower, cheese, cheesy, chocolate, clove, cocoa, coffee, cooked, cotton, creamy, dirty, dry, faint, fatty, fruity, grape, grassy, heliotropin, lard, meaty, mild, musty, nutty, oily, phenolic, powdery, rancid, rubbery, smoky, solvent, sour, soybean, spice, spicy, strawberry, sugar, sweat, sweet, vanilla, vegetable, very mild, warm",19,"NSC5112, Thiamine Hydrochloride, Isobutyric Acid, 2,3,5,6-Tetramethylpyrazine, CID 644104, Heptanoic Acid, Daidzin, daidzein, thiamine, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
292,Filbert,Nut,"acetone, acetophenone, acid, alcohol, alcoholic, aldehydic, almond, anisic, apple, baked, balsam, balsamic, banana, bean, beany, beef, beefy, berry, bitter, blueberry, bread, bread crust, bready, burnt, burnt almonds, burnt sugar, butter, buttery, butyric, cabbage, camphor, camphoraceous, candy, caramel, caraway, cedarwood, cereal, cheese, chemical, cherry, chip, chocolate, citrus, clam, clover, cocoa, coconut, coffee, cognac, cooked potato, cooling, coriander, corn, cortex, cotton, coumarin, cream, creamy, crushed bug, cucumber, dairy, decomposing cabbage, dry, earthy, ester, ether, ethereal, fat, fatty, fermented, filbert, fishy, floral, fresh, fruit, fruity, fungal, fusel, gardenia, garlic, gasoline, grape, grapefruit, grass, grassy, green, green bean, harsh, hawthorn, hawthorne, hay, hazelnut, heavy, herbaceous, herbal, honey, horseradish, hot milk, hyacinth, iris, jam, ketonic, lactonic, lard, leaf, leafy, leather, lemon, licorice, lilac, lime, malt, malty, maple, meat, meaty, medical, medicinal, medicine, melon, metallic, mild, milky, minty, mushroom, must, musty, myrcene, naphthyl, narcissus, natural, neroli, nut, nut skin, nutmeg, nutty, oil, oily, onion, orange, orange peel, orris, paper, peach, peanut, peanut butter, peely, peony, pepper, phenol, phenolic, pine, pineapple, plastic, plum, popcorn, potato, powdery, pungent, pyridine, radish, raw, resin, resinous, roast, roast beef, roasted, roasted nut, roasted nuts, root, rose, rubber, rum, soap, soapy, solvent, sour, soybean, spice, spicy, strawberry, strong, sugar, sulfur, sulfurous, sulfury, sweat, sweet, sweet corn, tallow, terpene, tobacco, tomato, tonka, turpentine, vegetable, violet, walnut, warm, waxy, weedy, whiskey, wild, wine, wine_like, wood, woody",100,"Styrene, 2-Methylbutyraldehyde, 2-Propionylpyrrole, 1-Methylnaphthalene, 3-Hexanone, 2-Ethyl-5-Methylpyrazine, 2-Ethylfuran, Methyl Acetate, 2-Nonanone, Tiglic aldehyde"
293,Hazelnut,Nut,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beany, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cheesy, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, cortex, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, filbert, fish, fishy, floral, flower, fresh, fruit, fruity, fungal, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, ketonic, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, myrcene, naphthelene, narcissus, new mown hay, nut, nut skin, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, radish, rancid, raspberry, raw, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",109,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
294,Macadamia Nut,Nut,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, beany, beef, berry, bitter, bland, brown, burnt, burnt sugar, butter, butterscotch, cabbage, camphor, camphoraceous, cananga, candy, caramel, carnation, cedarwood, cheese, cheesy, chemical, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coconut, coffee, cooked potato, cool, cooling, cortex, cream, creamy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorn, hawthorne, hazelnut, herb, herbaceous, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, leather, lemon, lemon peel, lemongrass, lettuce, lilac, lily, lime, linden, magnolia, malt, meat, meaty, medical, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, narcissus, new mown hay, nut, nutty, odorless, oil, oily, onion, orange, orange peel, orris, ozone, paint, peach, peanut, peanut butter, pear, peely, peony, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, putrid, radish, rancid, raspberry, red hots, roast, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, sweet corn, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, violet, walnut, warm, waxy, weedy, whiskey, wild, wine, wine-lee, wine_like, wintergreen, wood, woody",111,"coumarin, Daidzin, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Citral, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone"
295,Nuts,Nut,"alcoholic, aldehydic, bitter, burnt, chemical, ether, ethereal, faint, fat, fatty, floral, flower, fresh, fruity, fusel, grass, green, honey, leafy, lilac, metal, mushroom, oil, orange, resin, rose, rose dried, rose flower, rose water, solvent, spice, sweaty, sweet, tallow, waxy, wine",7,"1-octanol, L-arginine, 1-Hexanol, alpha-TERPINEOL, 2-Phenylethanol, 2-Methyl-1-propanol, Hexanal"
296,Pecans,Nut,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, amine, ammoniacal, angelica, animal, anise, apple, baked, balsam, balsamic, banana, bean, beany, beef, berry, bitter, bland, blueberry, bread, bready, brown, burnt, burnt almonds, burnt sugar, butter, butterscotch, buttery, cabbage, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cheesy, chemical, cherry, chicken, chocolate, cinnamic, cinnamon, citral, citrus, civet, clean, clove, clover, cocoa, coconut, coffee, cooked potato, cool, coumarin, cream, creamy, crushed bug, decomposing cabbage, deep, dry, dusty, earthy, ether, ethereal, faint, fat, fatty, fecal, fermented, fish, fishy, floral, flower, fragrant, fresh, fruit, fruity, fungal, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, green bean, harsh, hawthorne, hay, hazelnut, herb, herbaceous, herbal, honey, honeysuckle, hot milk, hyacinth, intensely, jasmine, laundry, lavender, leaf, leafy, leather, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, malty, maple, meat, meaty, medical, medicinal, medicine, melon, menthol, mentholic, metallic, mild, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, natural, new mown hay, nut, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, peanut butter, pear, peony, pepper, peppermint, peppery, petal, phenol, phenolic, pine, pineapple, plastic, plum, popcorn, potato, powdery, powerful, prune, pungent, putrid, rancid, raspberry, raw, red hots, resin, resinous, roast, roast beef, roasted, roasted nut, roasted nuts, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, sickening, soap, soapy, solvent, soup, sour, soy, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, terpene, thyme, tobacco, tomato, tonka, tropical, turpentine, unripe banana, vanilla, vegetable, very mild, very slight, vinegar, violet, walnut, warm, waxy, weedy, wet, whiskey, wine, wine-lee, wine_like, wintergreen, wood, woody",148,"coumarin, Methyl Benzoate, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone, Phlorizin, 4-Methylpentanoic Acid, (-)-Epigallocatechin, methanethiol"
297,Walnut,Nut,"acetone, acidic, alcohol, alcoholic, aldehydic, alkane, almond, ammoniacal, angelica, animal, anise, apple, balsam, balsamic, banana, bean, beany, beef, berry, bitter, bland, bready, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, carnation, cheese, cheesy, chemical, cherry, chocolate, cinnamic, cinnamon, citral, citric, citrus, civet, clove, clover, cocoa, coconut, coffee, cooked potato, cool, creamy, cucumber, cut grass, dairy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, feet, fermented, fish, fishy, floral, flower, foliage, fresh, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, green bean, harsh, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, lilac, lily, linden, magnolia, malt, medical, medicinal, medicine, melon, menthol, mentholic, metallic, mild, milky, mint, minty, moldy, moss, moth ball, mothball, muguet, mushroom, musk, mustard, musty, naphthelene, naphthyl, natural, new mown hay, nut, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, peony, pepper, peppermint, peppery, petal, phenolic, pine, pineapple, plastic, plum, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, tar, tarry, terpene, thyme, thymol, tobacco, tomato, tonka, tropical, turpentine, unripe banana, vanilla, vanillin, vegetable, very mild, violet, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",135,"1-Popc, coumarin, Thymol, Methyl Benzoate, Tetradecane, Vanillic acid, 1-Methylnaphthalene, 3-Hexanone, Geraniol, alpha-Maltose"
298,Muskmallow,Seed,,1,Oxacycloheptadec-7-en-2-one
299,Sesame,Seed,"acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, bacon, baked, balsam, balsamic, banana, bean, beany, beef, berry, bitter, bland, bread, bread crust, bready, brown, burnt, burnt sugar, butter, butterscotch, butyric, camphor, camphoraceous, cananga, candy, caramel, caramellic, carnation, cereal, cheese, cheesy, chemical, cherry, chicken, chip, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, corn, cortex, coumarin, creamy, cucumber, curry, dairy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fermented, fish, fishy, floral, flower, fresh, fruit, fruity, fungal, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, green bean, hawthorne, hazelnut, herb, herbaceous, herbal, honey, honeysuckle, hyacinth, intensely, jasmine, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, licorice, lilac, lily, lime, linden, magnolia, malt, maple, meat, meaty, medical, medicinal, medicine, melon, menthol, mentholic, metal, metallic, mild, milky, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, narcissus, new mown hay, nut, nut skin, nutty, odorless, oil, oily, onion, orange, orange peel, orris, ozone, paint, paper, peach, peanut, pear, peely, pepper, peppermint, peppery, petal, phenol, phenolic, pineapple, plastic, popcorn, potato, powdery, powerful, prune, pungent, radish, rancid, raspberry, raw, red hots, resin, roast, roasted, rose, rose dried, rose flower, rose water, rubber, rum, seaweed, sharp, shrimp, smoke, smoky, soap, solvent, soup, sour, soy, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sulfury, sweat, sweaty, sweet, tallow, thyme, toasted, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, very slight, vinegar, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wine_like, wintergreen, wood, woody",130,"1-Popc, coumarin, Methyl Benzoate, Vanillic acid, 3-Hexanone, Geraniol, alpha-Maltose, 2-Ethyl-4-hydroxy-5-methyl-3(2H)-furanone, Phlorizin, methanethiol"
300,Allium,Plant,"alliaceous, burnt, creamy, earthy, fatty, floral, fresh, fruity, garlic, green, horseradish, iris, metallic, onion, orange, orris, roasted, strong, sulfurous, sulfury, waxy",8,"2-Undecanone, Dipropyl disulfide, Allyl Mercaptan, Diallyl Disulfide, Allyl Methyl Disulfide, Diallyl tetrasulfide, Allyl Methyl Trisulfide, Diallyl Sulfide"
301,Alpinia,Plant,"anise, apricot, balsam, banana, bitter, carnation, chocolate, cinnamon, clove, coconut, creamy, fresh, mesquite, musty, oily, peach, plum, raspberry, spice, spicy, sweet, vanilla, warm",1,Methyleugenol
302,Ceriman,Plant,"anise, apricot, balsam, banana, berry, bitter, camomile, celery, cherry, cranberry, dry, flower, fruit, fruity, grape, minty, musty, pineapple, plum, rancid, raspberry, solvent, strawberry, sweaty, sweet, wintergreen",2,"Ethyl Benzoate, Propyl butyrate"
303,Chicory,Plant,"acacia, acetone, acidic, alcohol, alcoholic, aldehydic, almond, ammoniacal, angelica, animal, anise, apple, baked, balsam, balsamic, banana, bean, beef, berry, bitter, bland, bread, brown, burnt, burnt sugar, butter, butterscotch, camphor, camphoraceous, cananga, candy, caramel, caramellic, carnation, cheese, cheesy, chemical, cherry, chocolate, cinnamic, cinnamon, citral, citrus, civet, clove, clover, cocoa, coffee, cooked potato, cool, cotton, coumarin, creamy, dairy, decomposing cabbage, deep, dry, earthy, ether, ethereal, faint, fat, fatty, fecal, fish, fishy, floral, flower, formyl, fresh, fried, fruit, fruity, fusel, garlic, gasoline, geranium, grape, grapefruit, grass, grassy, green, hawthorn, hawthorne, hazelnut, herb, herbal, honey, honeysuckle, hyacinth, intensely, jam, jasmine, lard, lavender, leaf, leafy, lemon, lemon peel, lemongrass, lettuce, licorice, lilac, lily, linden, magnolia, malt, maple, medical, medicine, melon, menthol, mentholic, metallic, mild, milky, mimosa, mint, minty, moss, moth ball, mothball, muguet, mushroom, musk, must, mustard, musty, naphthelene, new mown hay, nut, nutty, odorless, oil, oily, onion, orange, orange peel, ozone, paint, peach, peanut, pear, pepper, peppermint, peppery, petal, phenolic, pineapple, potato, powdery, prune, pungent, rancid, raspberry, red hots, roasted, rose, rose dried, rose flower, rose water, rubber, rum, sharp, shrimp, soap, solvent, soup, sour, spice, spicy, storax, strawberry, strong, sulfur, sulfurous, sweat, sweaty, sweet, tallow, thyme, tobacco, tomato, tonka, tropical, unripe banana, vanilla, vegetable, very mild, vinegar, walnut, warm, waxy, weedy, whiskey, wine, wine-lee, wintergreen, wood, woody",112,"coumarin, Daidzin, L-Malic acid, 2-Methylbutyraldehyde, 3-methylthiopropanol, Methyl Benzoate, Harmane, Citral, Vanillic acid, formic acid"
304,Hops,Plant,"acetic, acid, acrid, alcohol, animal, apple, apricot, berry, bitter, butter, cheese, cheesy, cherry, clean, cognac, creamy, earthy, ester, fatty, feet, fermented, floral, flower, fruit, fruity, gasoline, grape, green, herbal, melon, mushroom, musty, natural, oily, orange, pear, pear skin, pineapple, plum, pungent, rancid, raspberry, ripe, rotting, rum, sharp, soap, soapy, sour, stinky, sulfury, sweat, sweaty, sweet, tomato, tropical, vegetable, warm, waxy, weedy, wine, wood, woody",16,"S-Methyl 4-methylpentanethioate, 2-METHYLBUTYL 2-METHYLBUTYRATE, S-Methyl 3-methylbutanethioate, Heptanoic Acid, Octan-2-one, isopropanol, Methyl oct-2-enoate, Heptyl 2-methylpropanoate, Hexyl propionate, octanoic acid"
